md_screen_rank,screen_group,candidate,md_screen_score,sim_ns,n_frames,ca_rmsd_last20pct_mean_A,ligand_rmsd_last20pct_mean_A,pl_min_distance_last20pct_mean_A,pl_contacts_4A_last20pct_mean,ca_rmsf_mean_A,ca_rmsf_max_A,protein_rg_last20pct_mean_A,protein_rg_last20pct_std_A,topology,trajectory,ligand_resname,n_atoms,protein_atoms,ca_atoms,ligand_atoms,ca_rmsd_final_A,ca_rmsd_last20pct_std_A,ligand_rmsd_final_A,ligand_rmsd_last20pct_std_A,pl_com_distance_last20pct_mean_A
11,recommended,rank037_GWHPBECS041210,0.225,2.0,200,1.3655718271123132,1.7009134039282798,2.1012861222372017,346.85,0.6650758521032534,5.793529400931599,21.941092252731323,0.0348819933619208,neg_fix_v1_top200/rank037_GWHPBECS041210/work/solv_ions.gro,neg_fix_v1_top200/rank037_GWHPBECS041210/outputs/prod.dcd,LIG,70331,7170,461,47,1.3299625603538237,0.0701223979249917,1.7229130268096924,0.3543441430816871,11.616905369352583
12,recommended,rank109_GWHPBECS026007,0.22525,2.0,200,1.4828341877812188,0.7794735476374626,2.1087405376633086,390.85,0.6846630001691028,7.181905237919994,22.33358941078186,0.0482689947817297,neg_fix_v1_top200/rank109_GWHPBECS026007/work/solv_ions.gro,neg_fix_v1_top200/rank109_GWHPBECS026007/outputs/prod.dcd,LIG,67906,7376,473,47,1.462336027292947,0.0785809362245486,0.9560560584068298,0.1665702981380737,7.606361352138029
13,recommended,rank040_GWHPBECS026448,0.25949999999999995,2.0,200,1.411278487402562,0.8885628864169121,2.072549090746881,326.3,0.7105806973710039,4.6051505931046295,22.532188844680785,0.0567886337916025,neg_fix_v1_top200/rank040_GWHPBECS026448/work/solv_ions.gro,neg_fix_v1_top200/rank040_GWHPBECS026448/outputs/prod.dcd,LIG,76634,7561,475,47,1.555943321954994,0.1675655065832672,0.8030421733856201,0.1528453906067671,7.287747427827067
14,recommended,rank072_GWHPBECS019993,0.2635,2.0,200,1.3618975279770662,0.8484795153141022,2.371197203029901,350.775,0.7137129769830767,3.6602370724299567,22.076869821548463,0.0400560742214446,neg_fix_v1_top200/rank072_GWHPBECS019993/work/solv_ions.gro,neg_fix_v1_top200/rank072_GWHPBECS019993/outputs/prod.dcd,LIG,67397,6886,438,47,1.3479136316187554,0.0509261715812561,0.904625117778778,0.1405783531869829,8.038162150249283
15,recommended,rank094_GWHPBECS025961,0.26375,2.0,200,1.3732639829242577,1.7896769911050796,2.1976964761885154,408.6,0.6706720697067226,2.218310602119905,22.423019075393675,0.0361818708287937,neg_fix_v1_top200/rank094_GWHPBECS025961/work/solv_ions.gro,neg_fix_v1_top200/rank094_GWHPBECS025961/outputs/prod.dcd,LIG,57089,7417,473,47,1.3493381181976112,0.1128607151207946,1.7486189603805542,0.1777128790154308,7.965820601470812
16,recommended,rank038_GWHPBECS039781,0.26499999999999996,2.0,200,1.228658050306591,1.5892876178026198,2.0942767553499864,304.275,0.6912737349147434,4.723282193156933,22.10120859146118,0.0468847954511267,neg_fix_v1_top200/rank038_GWHPBECS039781/work/solv_ions.gro,neg_fix_v1_top200/rank038_GWHPBECS039781/outputs/prod.dcd,LIG,63303,7322,467,47,1.1343182736969175,0.0547130353237181,1.9135230779647827,0.4800891599505268,10.6425588343467
17,recommended,rank025_GWHPBECS039805,0.26849999999999996,2.0,200,1.1456310484016303,1.2053370609879497,2.319797935802492,284.375,0.6292126427899435,2.3041961662403185,21.979883909225464,0.0372670704947466,neg_fix_v1_top200/rank025_GWHPBECS039805/work/solv_ions.gro,neg_fix_v1_top200/rank025_GWHPBECS039805/outputs/prod.dcd,LIG,61869,7299,467,47,1.1467892950574647,0.0551787901127393,0.9554750323295592,0.2329192918972333,15.507449088846965
18,recommended,rank200_GWHPBECS041035,0.2715,2.0,200,1.4629865916497942,1.4979523420333862,2.046190225831233,359.35,0.7230217548362602,3.6477206145700327,22.68576235771179,0.0432710570549774,neg_fix_v1_top200/rank200_GWHPBECS041035/work/solv_ions.gro,neg_fix_v1_top200/rank200_GWHPBECS041035/outputs/prod.dcd,LIG,78822,7516,482,47,1.417991908599201,0.0982586699654112,1.809003591537476,0.2133950031609959,7.235530190754611
19,recommended,rank018_GWHPBECS034039,0.28625,2.0,200,1.4084529402651482,2.046853819489479,2.053351906779094,383.95,0.738347613371352,4.193702050880029,22.394512510299684,0.0387225863687924,neg_fix_v1_top200/rank018_GWHPBECS034039/work/solv_ions.gro,neg_fix_v1_top200/rank018_GWHPBECS034039/outputs/prod.dcd,LIG,55644,7235,462,47,1.5111947734930993,0.0612780607550537,2.0716137886047363,0.114716294172562,7.3359196127703346
20,recommended,rank035_GWHPBECS039808,0.28775,2.0,200,1.33821911274574,0.8981414780020713,2.3024989220345966,289.6,0.7000593856731463,3.504774615916143,22.077175188064576,0.0385138256674081,neg_fix_v1_top200/rank035_GWHPBECS039808/work/solv_ions.gro,neg_fix_v1_top200/rank035_GWHPBECS039808/outputs/prod.dcd,LIG,57708,7269,467,47,1.4507481261124466,0.0447198048377317,1.0004364252090454,0.175146077670003,13.49894292842282
