GWHPBECS003659	sp|P58860|PYRE_METKA	28.8	132	1.08e-09	55.8	33.4
GWHPBECS003689	sp|Q67BJ4|A4GAT_MOUSE	29.9	201	2.00e-17	79.3	68.3
GWHPBECS003766	sp|Q9ZU32|NADC_ARATH	82.9	315	9.92e-188	521	86.8
GWHPBECS003819	sp|Q9FFN2|GLYT3_ARATH	50.5	378	2.62e-120	358	77.8
GWHPBECS003832	sp|Q9LMI0|TPS7_ARATH	67.5	40	2.20e-08	53.9	11.9
GWHPBECS003839	sp|D3UAG2|U71K2_PYRCO	47.6	483	2.76e-140	409	99.6
GWHPBECS003872	sp|Q290J8|PIGV_DROPS	30.6	258	1.83e-22	96.3	66.8
GWHPBECS003917	sp|Q8L7M0|TUN_ARATH	68.9	472	2.86e-235	651	97.5
GWHPBECS003934	sp|Q69Q02|DPE2_ORYSJ	72.2	944	0.0	1415	95.8
GWHPBECS003962	sp|Q8L7M1|B3GTE_ARATH	62.4	149	2.84e-54	175	68.9
GWHPBECS004086	sp|Q9S9U0|CALSB_ARATH	86.1	36	7.50e-14	65.9	25.4
GWHPBECS004187	sp|Q9FFN2|GLYT3_ARATH	37.0	368	9.82e-71	232	72.2
GWHPBECS004188	sp|Q9FFN2|GLYT3_ARATH	35.7	333	9.29e-56	187	92.4
GWHPBECS004285	sp|Q02166|TRPD_ARATH	50.6	332	2.72e-87	266	85.8
GWHPBECS004286	sp|Q65XS5|BC10_ORYSJ	26.4	326	5.97e-22	94.4	77.7
GWHPBECS004330	sp|Q9AV71|CESA7_ORYSJ	91.9	246	5.77e-162	474	96.5
GWHPBECS004331	sp|Q84JA6|CESA4_ARATH	52.9	397	6.10e-103	322	94.6
GWHPBECS004332	sp|Q9SU38|APT4_ARATH	66.3	98	4.36e-39	127	88.3
GWHPBECS004333	sp|P31166|APT1_ARATH	72.5	91	3.70e-39	130	62.3
GWHPBECS004334	sp|Q9SUW2|APT3_ARATH	75.6	86	1.27e-41	135	61.4
GWHPBECS004372	sp|Q6DW76|DGDG1_SOYBN	74.0	785	0.0	1166	97.6
GWHPBECS004454	sp|F8WKW1|UGT2_GARJA	64.9	482	3.64e-236	654	100
GWHPBECS004456	sp|F8WKW1|UGT2_GARJA	64.9	482	3.64e-236	654	100
GWHPBECS004498	sp|P53537|PHSH_VICFA	84.4	842	0.0	1447	99.8
GWHPBECS004599	sp|Q9SH89|OFT19_ARATH	70.9	508	2.56e-259	724	81.4
GWHPBECS004647	sp|U5NH37|7DLGT_CATRO	55.6	475	4.89e-191	538	97.1
GWHPBECS004648	sp|U3U992|UGT8_CATRO	54.9	477	1.08e-184	523	97.1
GWHPBECS004649	sp|U3U992|UGT8_CATRO	51.6	477	6.06e-171	489	96.2
GWHPBECS004650	sp|U3U992|UGT8_CATRO	52.0	477	1.02e-172	493	97.5
GWHPBECS004653	sp|U3U992|UGT8_CATRO	47.9	259	9.38e-74	232	91.5
GWHPBECS004654	sp|U5NH37|7DLGT_CATRO	55.5	472	3.69e-194	547	97.1
GWHPBECS004656	sp|U3U992|UGT8_CATRO	53.0	474	5.96e-175	498	97.5
GWHPBECS004657	sp|U3U992|UGT8_CATRO	53.7	477	3.43e-175	499	97.7
GWHPBECS004659	sp|U5NH37|7DLGT_CATRO	55.2	473	6.67e-184	521	96.8
GWHPBECS004661	sp|U5NH37|7DLGT_CATRO	55.6	471	6.50e-186	526	97.9
GWHPBECS004664	sp|U5NH37|7DLGT_CATRO	55.2	471	3.05e-186	526	97.9
GWHPBECS004838	sp|H6TFZ4|SUS5_ORYSJ	45.2	438	4.75e-97	308	64.8
GWHPBECS004950	sp|Q6MAS9|GLGA_PARUW	40.5	472	5.93e-119	362	71.3
GWHPBECS004987	sp|Q6YRM6|Y8219_ORYSJ	32.6	380	5.89e-58	199	73.0
GWHPBECS004999	sp|Q94K98|Y1720_ARATH	34.0	415	2.06e-76	245	98.2
GWHPBECS005010	sp|Q94K98|Y1720_ARATH	34.7	326	2.59e-53	182	86.7
GWHPBECS005039	sp|Q6YRM6|Y8219_ORYSJ	34.4	398	3.84e-70	231	73.9
GWHPBECS005108	sp|A0A2R6P624|F3GT2_ACTCC	52.0	446	7.01e-154	442	98.4
GWHPBECS005200	sp|Q9FSV7|SST_FESAR	39.5	210	1.41e-41	150	67.1
GWHPBECS005230	sp|Q14BT6|A4GCT_MOUSE	26.7	202	1.58e-07	50.4	63.2
GWHPBECS005377	sp|Q9SJL0|U86A1_ARATH	54.3	479	9.09e-190	536	99.8
GWHPBECS005379	sp|Q9SJL0|U86A1_ARATH	50.3	479	1.42e-167	479	99.8
GWHPBECS005381	sp|Q9SJL0|U86A1_ARATH	53.4	479	2.80e-186	527	99.8
GWHPBECS005508	sp|Q9ZT82|CALSC_ARATH	63.4	224	7.64e-92	293	100
GWHPBECS005593	sp|Q9LZR3|CSLA9_ARATH	77.4	540	9.59e-312	850	99.8
GWHPBECS005607	sp|Q8VZA5|KDTA_ARATH	42.3	435	1.71e-109	323	97.7
GWHPBECS005609	sp|A0A2R6QXF8|F3GGT_ACTCC	42.9	378	4.93e-107	319	99.7
GWHPBECS005610	sp|A0A2R6QXF8|F3GGT_ACTCC	46.7	420	7.04e-133	387	98.7
GWHPBECS005669	sp|Q9FFN2|GLYT3_ARATH	63.8	381	3.16e-180	511	86.8
GWHPBECS005675	sp|Q9FFN2|GLYT3_ARATH	64.0	403	2.51e-193	548	76.9
GWHPBECS005677	sp|Q9Y169|EXT2_DROME	33.3	243	4.59e-29	122	31.1
GWHPBECS005716	sp|Q9ZQ95|U73C6_ARATH	51.6	492	8.24e-187	530	98.6
GWHPBECS005717	sp|Q9ZQ96|U73C3_ARATH	51.2	486	1.82e-178	508	97.9
GWHPBECS005718	sp|Q9ZQ98|U73C2_ARATH	52.9	486	5.08e-190	539	92.3
GWHPBECS005719	sp|Q9ZQ96|U73C3_ARATH	53.4	494	1.80e-185	526	97.2
GWHPBECS005721	sp|Q9ZQ96|U73C3_ARATH	56.4	477	1.98e-196	554	96.9
GWHPBECS005775	sp|Q9ZUV3|IRX7_ARATH	64.5	442	1.24e-201	564	93.7
GWHPBECS005886	sp|Q9SJL0|U86A1_ARATH	61.5	473	5.23e-213	595	98.7
GWHPBECS005891	sp|Q9SJL0|U86A1_ARATH	58.3	475	4.68e-203	570	98.1
GWHPBECS005995	sp|Q9ZQC6|IRX9_ARATH	41.7	192	3.93e-36	126	76.3
GWHPBECS006010	sp|Q9ZQC6|IRX9_ARATH	41.1	192	1.75e-36	128	70.3
GWHPBECS006111	sp|O82039|SPY_PETHY	78.2	928	0.0	1037	99.5
GWHPBECS006129	sp|Q9FSV7|SST_FESAR	38.9	527	3.46e-121	370	91.2
GWHPBECS006130	sp|Q9FSV7|SST_FESAR	38.0	508	2.11e-109	337	98.8
GWHPBECS006131	sp|Q9FSV7|SST_FESAR	41.0	547	7.10e-126	382	92.0
GWHPBECS006132	sp|Q9FSV7|SST_FESAR	41.2	534	2.51e-128	388	94.2
GWHPBECS006191	sp|Q9SGA8|U83A1_ARATH	46.6	464	6.14e-140	407	100
GWHPBECS006211	sp|B3PEE6|OL4AG_CELJU	28.1	495	6.94e-47	179	51.5
GWHPBECS006262	sp|Q9SWB4|PARP3_SOYBN	63.0	810	0.0	1060	99.9
GWHPBECS006272	sp|Q9SGD2|GT29A_ARATH	49.0	400	4.56e-129	375	100
GWHPBECS006353	sp|Q8VWN6|RFS_PEA	56.4	801	0.0	894	100
GWHPBECS006400	sp|Q9LZS3|GLGB2_ARATH	76.3	818	0.0	1281	95.9
GWHPBECS006409	sp|A0A0A6ZFY4|UGT29_PANGI	46.5	256	1.64e-64	210	69.0
GWHPBECS006410	sp|A0A0A6ZFY4|UGT29_PANGI	51.3	458	3.60e-155	446	99.6
GWHPBECS006431	sp|Q9SKA3|MCTP6_ARATH	31.3	112	5.67e-08	49.3	72.7
GWHPBECS006481	sp|Q93ZX7|GAUT4_ARATH	55.1	457	1.83e-169	492	70.9
GWHPBECS006520	sp|A7MAS5|75L17_MALDO	56.2	479	2.38e-177	504	98.5
GWHPBECS006544	sp|F8WKW8|UGT9_GARJA	43.4	417	2.66e-113	337	97.3
GWHPBECS006656	sp|Q67BJ4|A4GAT_MOUSE	31.3	268	2.73e-31	120	58.8
GWHPBECS006687	sp|Q9LZD8|U89A2_ARATH	51.7	462	3.52e-163	468	96.2
GWHPBECS006821	sp|Q9SGD2|GT29A_ARATH	37.9	206	2.33e-34	123	86.6
GWHPBECS007003	sp|O64733|U87A2_ARATH	50.9	446	3.04e-152	438	96.4
GWHPBECS007006	sp|O64733|U87A2_ARATH	52.9	444	1.92e-163	467	96.5
GWHPBECS007007	sp|O64733|U87A2_ARATH	48.3	447	4.25e-135	394	87.1
GWHPBECS007019	sp|Q67BJ4|A4GAT_MOUSE	30.0	200	3.76e-10	59.3	43.2
GWHPBECS007574	sp|Q9C768|U76B1_ARATH	47.1	448	1.41e-140	408	99.6
GWHPBECS007575	sp|Q9C768|U76B1_ARATH	48.1	449	2.64e-147	426	97.3
GWHPBECS007632	sp|Q8VZK9|CSLE1_ARATH	55.0	706	1.59e-275	772	97.8
GWHPBECS007730	sp|Q9ZSJ0|RGXT2_ARATH	25.0	92	7.46e-06	43.5	51.4
GWHPBECS007955	sp|Q940V3|U91A1_ARATH	38.8	464	9.81e-103	313	96.8
GWHPBECS007972	sp|Q940V3|U91A1_ARATH	38.8	464	9.81e-103	313	96.8
GWHPBECS008014	sp|F8WKW1|UGT2_GARJA	42.1	437	3.86e-108	322	94.3
GWHPBECS008025	sp|F8WKW1|UGT2_GARJA	39.2	441	8.53e-101	302	97.0
GWHPBECS008081	sp|Q8L6H7|SFR2_ORYSJ	68.4	618	8.89e-319	877	93.6
GWHPBECS008132	sp|Q93ZX7|GAUT4_ARATH	56.8	373	3.94e-129	387	70.0
GWHPBECS008233	sp|Q93ZX7|GAUT4_ARATH	53.0	462	5.26e-155	456	68.9
GWHPBECS008348	sp|O64792|PIGP_ARATH	66.1	127	9.66e-53	162	76.4
GWHPBECS008682	sp|F8WKW1|UGT2_GARJA	61.8	479	4.39e-230	638	99.2
GWHPBECS008704	sp|Q8VYF4|GATL7_ARATH	68.6	357	1.98e-185	514	99.1
GWHPBECS008745	sp|Q8VYF4|GATL7_ARATH	68.6	357	1.98e-185	514	99.1
GWHPBECS008773	sp|P93394|UPP_TOBAC	51.5	97	1.87e-20	84.0	37.1
GWHPBECS008872	sp|Q93ZX7|GAUT4_ARATH	57.7	459	3.75e-173	504	65.5
GWHPBECS008912	sp|D3UAG6|U88F5_MALDO	54.8	188	1.01e-68	216	78.5
GWHPBECS008986	sp|O22775|XXT2_ARATH	81.8	461	2.71e-291	791	100
GWHPBECS009324	sp|Q9M8J2|GATL4_ARATH	72.4	333	4.67e-180	501	94.5
GWHPBECS009332	sp|Q9M8J2|GATL4_ARATH	69.6	339	1.34e-179	499	96.2
GWHPBECS009358	sp|Q6NQ51|RRT4_ARATH	67.7	399	7.94e-205	573	89.5
GWHPBECS009359	sp|Q6NQ51|RRT4_ARATH	61.9	396	3.67e-181	511	93.8
GWHPBECS009377	sp|Q9TXQ1|TNKS1_CAEEL	42.4	59	7.25e-08	53.1	13.9
GWHPBECS009464	sp|Q9LMI0|TPS7_ARATH	64.1	156	2.87e-60	202	61.0
GWHPBECS009495	sp|F4HZC3|GUX5_ARATH	46.4	526	8.71e-164	476	91.4
GWHPBECS009693	sp|Q651X6|CSLE6_ORYSJ	56.4	614	1.22e-258	726	99.5
GWHPBECS009695	sp|Q8VZK9|CSLE1_ARATH	47.9	463	3.71e-144	425	99.7
GWHPBECS009697	sp|Q651X6|CSLE6_ORYSJ	53.3	422	3.35e-166	483	99.3
GWHPBECS009885	sp|Q9SZL9|CSLD4_ARATH	51.7	58	3.47e-18	75.1	78.4
GWHPBECS010008	sp|Q9ZP54|PARP1_ARATH	66.4	998	0.0	1298	100
GWHPBECS010018	sp|A0AAW1HA02|CSL1_SAPOF	44.7	712	8.91e-205	593	94.2
GWHPBECS010036	sp|A0AAW1HA02|CSL1_SAPOF	45.2	708	1.45e-209	604	94.4
GWHPBECS010091	sp|Q9SWB4|PARP3_SOYBN	61.8	811	0.0	1027	99.4
GWHPBECS010192	sp|Q65XS5|BC10_ORYSJ	36.6	322	7.73e-56	187	73.4
GWHPBECS010224	sp|Q6DBG8|ARAD1_ARATH	27.2	239	1.31e-16	79.0	48.3
GWHPBECS010254	sp|Q84JA6|CESA4_ARATH	80.0	1043	0.0	1668	98.0
GWHPBECS010284	sp|Q4P9K9|CHS8_MYCMD	31.0	506	2.73e-56	214	34.6
GWHPBECS010328	sp|Q94BY4|OFT35_ARATH	66.0	641	3.61e-294	813	98.0
GWHPBECS010379	sp|Q9FFN2|GLYT3_ARATH	55.0	349	1.31e-132	390	69.9
GWHPBECS010410	sp|Q9FFN2|GLYT3_ARATH	56.4	204	1.81e-78	241	100
GWHPBECS010489	sp|Q9SXC4|IRX9H_ARATH	58.3	417	8.57e-159	451	100
GWHPBECS010551	sp|Q93ZX7|GAUT4_ARATH	56.2	450	1.21e-168	489	78.2
GWHPBECS010702	sp|D3UAG2|U71K2_PYRCO	47.8	485	2.80e-134	394	98.9
GWHPBECS010716	sp|E3W9M3|AA7GT_DELGR	44.1	476	6.49e-130	385	94.9
GWHPBECS010744	sp|K7NBW3|74AC1_SIRGR	47.0	455	4.71e-153	441	97.4
GWHPBECS010756	sp|P0C7P7|U74E1_ARATH	49.4	401	8.59e-132	385	93.6
GWHPBECS010760	sp|O22822|U74F2_ARATH	51.6	450	2.51e-162	464	97.1
GWHPBECS010761	sp|O22822|U74F2_ARATH	50.6	451	4.63e-158	452	97.3
GWHPBECS010789	sp|K7NBW3|74AC1_SIRGR	51.0	445	3.68e-157	451	97.1
GWHPBECS010798	sp|Q9ASW1|B3GTG_ARATH	24.0	217	1.05e-07	51.2	67.5
GWHPBECS010857	sp|O04933|SPSA2_CRAPL	71.7	1091	0.0	1498	99.7
GWHPBECS010867	sp|A7MAS5|75L17_MALDO	53.0	477	2.35e-170	486	98.3
GWHPBECS010868	sp|F8WKW0|UGT1_GARJA	56.2	468	1.82e-186	527	99.4
GWHPBECS010870	sp|A7MAS5|75L17_MALDO	60.5	479	1.55e-189	535	97.1
GWHPBECS010871	sp|A7MAS5|75L17_MALDO	59.9	479	2.53e-188	532	97.1
GWHPBECS010872	sp|A7MAS5|75L17_MALDO	57.1	475	3.34e-173	493	98.1
GWHPBECS010873	sp|A7MAS5|75L17_MALDO	50.7	475	1.51e-147	429	83.3
GWHPBECS010874	sp|A7MAS5|75L17_MALDO	57.0	479	9.55e-179	508	98.5
GWHPBECS010875	sp|A7MAS5|75L17_MALDO	58.0	479	6.68e-184	521	98.5
GWHPBECS010883	sp|Q8L7F9|B3GTF_ARATH	43.4	175	6.59e-42	154	43.9
GWHPBECS010892	sp|Q5M868|GBA2_RAT	45.9	545	6.44e-145	440	89.0
GWHPBECS010895	sp|Q5M868|GBA2_RAT	40.8	902	2.00e-206	613	90.9
GWHPBECS011045	sp|Q84JA6|CESA4_ARATH	79.4	432	7.12e-227	653	77.2
GWHPBECS011103	sp|O22822|U74F2_ARATH	47.3	455	5.57e-148	428	95.1
GWHPBECS011104	sp|O22822|U74F2_ARATH	47.4	456	1.89e-148	429	95.6
GWHPBECS011111	sp|Q9SJM0|CALSA_ARATH	72.6	1936	0.0	2741	100
GWHPBECS011176	sp|Q9LMI0|TPS7_ARATH	65.1	146	2.12e-58	196	58.4
GWHPBECS011179	sp|A0A2R6QXF8|F3GGT_ACTCC	57.2	451	1.94e-179	507	98.9
GWHPBECS011199	sp|Q9LZS3|GLGB2_ARATH	85.3	701	0.0	1286	87.4
GWHPBECS011351	sp|Q84TJ7|MCTP7_ARATH	44.4	1045	1.33e-286	824	98.2
GWHPBECS011389	sp|Q9FWA4|GAUT9_ARATH	74.5	569	1.27e-307	842	100
GWHPBECS011414	sp|Q9C9B0|U89B1_ARATH	56.8	456	4.82e-182	515	97.0
GWHPBECS011513	sp|Q94A08|RFS2_ARATH	79.2	53	6.29e-24	92.8	52.0
GWHPBECS011549	sp|Q0V7R1|GATL3_ARATH	73.6	318	4.44e-175	488	92.4
GWHPBECS011560	sp|Q9ZVX4|U90A1_ARATH	50.1	457	2.65e-149	432	97.4
GWHPBECS011561	sp|Q9ZVX4|U90A1_ARATH	49.5	457	7.53e-149	431	97.4
GWHPBECS011686	sp|Q9MA87|OFT23_ARATH	58.0	348	1.89e-129	374	100
GWHPBECS011692	sp|Q9MA87|OFT23_ARATH	60.2	367	1.25e-146	422	83.6
GWHPBECS011701	sp|Q9FSV7|SST_FESAR	37.0	351	3.99e-65	219	72.4
GWHPBECS011906	sp|Q9M146|MGP4_ARATH	74.9	355	9.05e-199	549	98.6
GWHPBECS011911	sp|Q65XS5|BC10_ORYSJ	39.7	307	2.17e-51	172	87.0
GWHPBECS011913	sp|Q65XS5|BC10_ORYSJ	35.7	328	1.38e-47	167	66.4
GWHPBECS011914	sp|Q65XS5|BC10_ORYSJ	35.0	297	3.69e-49	169	62.8
GWHPBECS011950	sp|Q9LSG3|GAUT8_ARATH	80.1	161	2.89e-95	284	100
GWHPBECS011986	sp|Q9LSG3|GAUT8_ARATH	81.4	145	2.43e-88	266	99.3
GWHPBECS012120	sp|Q9ZVX4|U90A1_ARATH	48.4	457	2.08e-143	417	97.4
GWHPBECS012121	sp|Q9ZVX4|U90A1_ARATH	49.2	457	2.79e-146	424	97.4
GWHPBECS012166	sp|J9VNT4|CHS5_CRYN9	29.9	572	7.56e-57	215	40.0
GWHPBECS012173	sp|D3UAG0|U71K1_MALDO	47.9	436	3.64e-128	377	98.1
GWHPBECS012175	sp|D3UAG2|U71K2_PYRCO	46.3	492	5.15e-128	379	98.6
GWHPBECS012222	sp|Q4V398|RRT1_ARATH	73.5	514	2.73e-287	786	99.6
GWHPBECS012260	sp|P49039|SUS2_SOLTU	76.0	75	6.77e-33	117	82.4
GWHPBECS012268	sp|Q9LRA7|TPS9_ARATH	67.8	848	0.0	1214	98.8
GWHPBECS012269	sp|Q9LRA7|TPS9_ARATH	67.7	848	0.0	1211	98.8
GWHPBECS012272	sp|Q9LRA7|TPS9_ARATH	40.8	422	3.03e-80	259	93.4
GWHPBECS012275	sp|Q6NMM8|F8H_ARATH	27.8	381	3.84e-30	123	46.5
GWHPBECS012282	sp|Q9ZVX4|U90A1_ARATH	46.6	461	8.12e-133	389	99.0
GWHPBECS012284	sp|Q9ZVX4|U90A1_ARATH	52.3	461	9.62e-158	454	97.6
GWHPBECS012285	sp|Q9ZVX4|U90A1_ARATH	50.9	466	2.42e-155	447	99.3
GWHPBECS012286	sp|Q9ZVX4|U90A1_ARATH	46.8	457	1.74e-144	419	98.2
GWHPBECS012287	sp|Q9ZVX4|U90A1_ARATH	53.1	463	1.03e-158	456	98.7
GWHPBECS012288	sp|Q9ZVX4|U90A1_ARATH	54.2	463	1.94e-165	473	98.7
GWHPBECS012291	sp|Q9ZVX4|U90A1_ARATH	48.1	464	1.65e-146	425	98.7
GWHPBECS012298	sp|Q9ZVX4|U90A1_ARATH	53.0	466	3.92e-160	460	97.8
GWHPBECS012315	sp|Q9ZVX4|U90A1_ARATH	53.0	466	1.47e-159	458	98.3
GWHPBECS012322	sp|Q9ZVX4|U90A1_ARATH	52.5	461	1.47e-159	458	97.6
GWHPBECS012323	sp|Q9ZVX4|U90A1_ARATH	50.8	459	8.36e-152	440	86.1
GWHPBECS012324	sp|Q9ZVX4|U90A1_ARATH	47.0	457	1.23e-144	420	98.2
GWHPBECS012325	sp|Q9ZVX4|U90A1_ARATH	53.1	463	1.80e-159	458	98.7
GWHPBECS012328	sp|Q9ZVX4|U90A1_ARATH	54.4	463	2.08e-167	478	98.7
GWHPBECS012331	sp|Q9ZVX4|U90A1_ARATH	48.3	464	3.31e-146	424	98.7
GWHPBECS012420	sp|Q9LZD8|U89A2_ARATH	49.8	460	2.43e-147	427	94.5
GWHPBECS012434	sp|Q9ZVX4|U90A1_ARATH	50.5	457	2.35e-153	442	97.0
GWHPBECS012437	sp|Q9ZVX4|U90A1_ARATH	49.2	457	5.31e-149	431	97.4
GWHPBECS012442	sp|Q9ZVX4|U90A1_ARATH	49.2	457	1.15e-150	436	97.4
GWHPBECS012488	sp|Q02166|TRPD_ARATH	78.4	343	2.29e-183	516	81.8
