sequence_hash,protein_id,header,raw_length,esmc_length,embedding_dim,embedding_shape,embedding_dtype,embedding_path,model_path,status,error
410f1ee5fc15bd0258d67a571e86746ce7d8090aa040785ca6d699eff372fdaf,,ON569258,433,433,1152,433x1152,float16,embeddings/410f1ee5fc15bd0258d67a571e86746ce7d8090aa040785ca6d699eff372fdaf.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
2d8e3d282cc7441eea8b1a4b30d653727fa1ed8271510e2ef20dd704a8cec8af,,"GWHPBECS000684	mRNA=GWHTBECS000684	Gene=GWHGBECS000684	Position=GWHBECS00000001: 60207408-60207630, 60207743-60207987, 60208063-60208384, 60210731-60210955, 60219019-60219185, 60219271-60219387, 60247876-60248049, 60248162-60248257, 60248392-60248608, 60248737-60248855, 60251067-60251259, 60251355-60251506, 60251615-60251747, 60251830-60251927: -	Frame=0	OriID=Ebr01G006840.1	OriTrascriptID=Ebr01G006840.1	transl_table=1	OriGeneID=Ebr01G006840	OriSeqID=Chr01",826,826,1152,826x1152,float16,embeddings/2d8e3d282cc7441eea8b1a4b30d653727fa1ed8271510e2ef20dd704a8cec8af.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
3543e272d5efa9f1d92affd81495d96384bb9340d5f64c589e803399136e3c16,,GWHPBECS000785	mRNA=GWHTBECS000785	Gene=GWHGBECS000785	Position=GWHBECS00000001: 69298736-69299797: +	Frame=0	OriID=Ebr01G007850.1	OriTrascriptID=Ebr01G007850.1	transl_table=1	OriGeneID=Ebr01G007850	OriSeqID=Chr01,353,353,1152,353x1152,float16,embeddings/3543e272d5efa9f1d92affd81495d96384bb9340d5f64c589e803399136e3c16.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
1e4d6740567a5b9eb2ff6f76b86f0dd60cb3e3361fc1ec46e803d65afc878937,,"GWHPBECS000786	mRNA=GWHTBECS000786	Gene=GWHGBECS000786	Position=GWHBECS00000001: 69302762-69304540, 69304711-69305515, 69305989-69306953: -	Frame=0	OriID=Ebr01G007860.1	OriTrascriptID=Ebr01G007860.1	transl_table=1	OriGeneID=Ebr01G007860	OriSeqID=Chr01",1182,1182,1152,1182x1152,float16,embeddings/1e4d6740567a5b9eb2ff6f76b86f0dd60cb3e3361fc1ec46e803d65afc878937.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
e810ea2b185b9414c4976fc0836481553d657f8cc1a16012f855fc8a3b8c435a,,"GWHPBECS000885	mRNA=GWHTBECS000885	Gene=GWHGBECS000885	Position=GWHBECS00000001: 78715434-78715608, 78715732-78715840, 78716177-78716282, 78716380-78716411, 78716524-78716747, 78716819-78716931, 78745832-78746057, 78746158-78746245, 78746440-78746523, 78747018-78747093, 78747251-78747294, 78747378-78747447, 78747548-78747765, 78748926-78749031: -	Frame=0	OriID=Ebr01G008850.1	OriTrascriptID=Ebr01G008850.1	transl_table=1	OriGeneID=Ebr01G008850	OriSeqID=Chr01",556,556,1152,556x1152,float16,embeddings/e810ea2b185b9414c4976fc0836481553d657f8cc1a16012f855fc8a3b8c435a.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
a22a939e1bb662bacc57626cb0fe6b150774fc68d236eaae80743ef31401e657,,"GWHPBECS000886	mRNA=GWHTBECS000886	Gene=GWHGBECS000886	Position=GWHBECS00000001: 78812944-78813133, 78813224-78813332, 78813426-78813531, 78813621-78813652, 78813734-78814079, 78814214-78814460, 78814536-78814623, 78814732-78814809, 78814909-78814984, 78815078-78815121, 78815197-78815266, 78815352-78815660: -	Frame=0	OriID=Ebr01G008860.1	OriTrascriptID=Ebr01G008860.1	transl_table=1	OriGeneID=Ebr01G008860	OriSeqID=Chr01",564,564,1152,564x1152,float16,embeddings/a22a939e1bb662bacc57626cb0fe6b150774fc68d236eaae80743ef31401e657.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
d8722e2ccd2689f5e881554b624d44e2d440273679041f05555e6fe9ded21278,,"GWHPBECS000890	mRNA=GWHTBECS000890	Gene=GWHGBECS000890	Position=GWHBECS00000001: 79318265-79318531, 79318620-79318692, 79318778-79318821, 79318913-79318988, 79319095-79319169, 79319256-79319343, 79319467-79319719, 79319812-79319927, 79320018-79320238, 79320331-79320362, 79320455-79320560, 79320700-79320808, 79320893-79321094: +	Frame=0	OriID=Ebr01G008900.1	OriTrascriptID=Ebr01G008900.1	transl_table=1	OriGeneID=Ebr01G008900	OriSeqID=Chr01",553,553,1152,553x1152,float16,embeddings/d8722e2ccd2689f5e881554b624d44e2d440273679041f05555e6fe9ded21278.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
e71a6a65be988bb5f6e8040ec495177fc165f616a3c79768160bcb7a6a26f261,,"GWHPBECS000895	mRNA=GWHTBECS000895	Gene=GWHGBECS000895	Position=GWHBECS00000001: 79611506-79611568, 79611681-79611712, 79611794-79611974: -	Frame=0	OriID=Ebr01G008950.1	OriTrascriptID=Ebr01G008950.1	transl_table=1	OriGeneID=Ebr01G008950	OriSeqID=Chr01",91,91,1152,91x1152,float16,embeddings/e71a6a65be988bb5f6e8040ec495177fc165f616a3c79768160bcb7a6a26f261.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
4a255562f69e6b290c8d915bbd9dd0285279390834e0d7457a0d5a6d6a788fad,,"GWHPBECS000896	mRNA=GWHTBECS000896	Gene=GWHGBECS000896	Position=GWHBECS00000001: 79613079-79613189, 79613275-79613583: -	Frame=0	OriID=Ebr01G008960.1	OriTrascriptID=Ebr01G008960.1	transl_table=1	OriGeneID=Ebr01G008960	OriSeqID=Chr01",139,139,1152,139x1152,float16,embeddings/4a255562f69e6b290c8d915bbd9dd0285279390834e0d7457a0d5a6d6a788fad.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
b1d1bee37f618ed4c54746af1ef6f4a269acc7efa060141d288540db4ece1ae5,,"GWHPBECS000898	mRNA=GWHTBECS000898	Gene=GWHGBECS000898	Position=GWHBECS00000001: 79911855-79912035, 79912128-79912159, 79912252-79912357, 79912497-79912605, 79912690-79912891: +	Frame=0	OriID=Ebr01G008980.1	OriTrascriptID=Ebr01G008980.1	transl_table=1	OriGeneID=Ebr01G008980	OriSeqID=Chr01",209,209,1152,209x1152,float16,embeddings/b1d1bee37f618ed4c54746af1ef6f4a269acc7efa060141d288540db4ece1ae5.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
f54ed4cb52699c255d709d8c4830f3d0987f9123241a6b5f4382a21cdd5bf39f,,"GWHPBECS000903	mRNA=GWHTBECS000903	Gene=GWHGBECS000903	Position=GWHBECS00000001: 79974460-79974720, 79974814-79974886, 79974970-79975013, 79975103-79975178, 79975279-79975353, 79975440-79975527, 79975631-79975862, 79975939-79976057, 79976355-79976575, 79976671-79976702, 79976801-79976906, 79976988-79977096, 79977182-79977368: +	Frame=0	OriID=Ebr01G009030.1	OriTrascriptID=Ebr01G009030.1	transl_table=1	OriGeneID=Ebr01G009030	OriSeqID=Chr01",540,540,1152,540x1152,float16,embeddings/f54ed4cb52699c255d709d8c4830f3d0987f9123241a6b5f4382a21cdd5bf39f.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
dd0f665e9dc7f3f2384504fabaa1474d3cce5752a25a25a3d0cf05202e964022,,"GWHPBECS001040	mRNA=GWHTBECS001040	Gene=GWHGBECS001040	Position=GWHBECS00000001: 93294027-93294150, 93294950-93295017, 93295339-93295523, 93295616-93295781, 93296017-93296168, 93296253-93296457, 93296547-93296704, 93297380-93297515: +	Frame=0	OriID=Ebr01G010400.1	OriTrascriptID=Ebr01G010400.1	transl_table=1	OriGeneID=Ebr01G010400	OriSeqID=Chr01",397,397,1152,397x1152,float16,embeddings/dd0f665e9dc7f3f2384504fabaa1474d3cce5752a25a25a3d0cf05202e964022.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
815ad5cc73ae9a15f75a6b09ecef71a9e7a7a22d5f906d3df57259800a316b8d,,GWHPBECS001198	mRNA=GWHTBECS001198	Gene=GWHGBECS001198	Position=GWHBECS00000001: 105431067-105432467: -	Frame=0	OriID=Ebr01G011980.1	OriTrascriptID=Ebr01G011980.1	transl_table=1	OriGeneID=Ebr01G011980	OriSeqID=Chr01,466,466,1152,466x1152,float16,embeddings/815ad5cc73ae9a15f75a6b09ecef71a9e7a7a22d5f906d3df57259800a316b8d.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
23fcd46b74b8539d90b1f35fca48ada514300712d879b3a0ac29fb09432664b8,,"GWHPBECS001199	mRNA=GWHTBECS001199	Gene=GWHGBECS001199	Position=GWHBECS00000001: 105444735-105444937, 105444969-105445233: -	Frame=0	OriID=Ebr01G011990.1	OriTrascriptID=Ebr01G011990.1	transl_table=1	OriGeneID=Ebr01G011990	OriSeqID=Chr01",155,155,1152,155x1152,float16,embeddings/23fcd46b74b8539d90b1f35fca48ada514300712d879b3a0ac29fb09432664b8.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
8ea204e863f84ab0c61df892a6f316d3979b938414a94fe0e60aa93c53c1837b,,"GWHPBECS001214	mRNA=GWHTBECS001214	Gene=GWHGBECS001214	Position=GWHBECS00000001: 107136973-107137209, 107137304-107137438, 107137538-107137858, 107137958-107138287: -	Frame=0	OriID=Ebr01G012140.1	OriTrascriptID=Ebr01G012140.1	transl_table=1	OriGeneID=Ebr01G012140	OriSeqID=Chr01",340,340,1152,340x1152,float16,embeddings/8ea204e863f84ab0c61df892a6f316d3979b938414a94fe0e60aa93c53c1837b.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
de1f2de84ab56006d9e704868c1aee87eb7e797cf05b8e96f003e366c05385a1,,"GWHPBECS001217	mRNA=GWHTBECS001217	Gene=GWHGBECS001217	Position=GWHBECS00000001: 107230198-107230527, 107230629-107230949, 107231047-107231181, 107231276-107231512: +	Frame=0	OriID=Ebr01G012170.1	OriTrascriptID=Ebr01G012170.1	transl_table=1	OriGeneID=Ebr01G012170	OriSeqID=Chr01",340,340,1152,340x1152,float16,embeddings/de1f2de84ab56006d9e704868c1aee87eb7e797cf05b8e96f003e366c05385a1.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
5e6dd132be0546b72fac1b019f8b0eca108901bce83aa53d510ca7f3566141c1,,"GWHPBECS001219	mRNA=GWHTBECS001219	Gene=GWHGBECS001219	Position=GWHBECS00000001: 107435426-107435755, 107435849-107436169, 107436266-107436397, 107436486-107436677, 107436799-107436864, 107437873-107437896: +	Frame=0	OriID=Ebr01G012190.1	OriTrascriptID=Ebr01G012190.1	transl_table=1	OriGeneID=Ebr01G012190	OriSeqID=Chr01",354,354,1152,354x1152,float16,embeddings/5e6dd132be0546b72fac1b019f8b0eca108901bce83aa53d510ca7f3566141c1.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
f1a725097d3a24929d0f81e17e509b334e57c5eeb16ef46a27b60470643d11ee,,"GWHPBECS001220	mRNA=GWHTBECS001220	Gene=GWHGBECS001220	Position=GWHBECS00000001: 107442138-107442467, 107442561-107442881, 107442978-107443109, 107443198-107443422: +	Frame=0	OriID=Ebr01G012200.1	OriTrascriptID=Ebr01G012200.1	transl_table=1	OriGeneID=Ebr01G012200	OriSeqID=Chr01",335,335,1152,335x1152,float16,embeddings/f1a725097d3a24929d0f81e17e509b334e57c5eeb16ef46a27b60470643d11ee.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
f1a725097d3a24929d0f81e17e509b334e57c5eeb16ef46a27b60470643d11ee,,"GWHPBECS001221	mRNA=GWHTBECS001221	Gene=GWHGBECS001221	Position=GWHBECS00000001: 107448856-107449185, 107449279-107449599, 107449696-107449827, 107449916-107450140: +	Frame=0	OriID=Ebr01G012210.1	OriTrascriptID=Ebr01G012210.1	transl_table=1	OriGeneID=Ebr01G012210	OriSeqID=Chr01",335,335,1152,335x1152,float16,embeddings/f1a725097d3a24929d0f81e17e509b334e57c5eeb16ef46a27b60470643d11ee.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,skipped_exists,
694607508118bd245853d9c7dccd0c30b76a5e24088559b01b673b8fe959687c,,"GWHPBECS001222	mRNA=GWHTBECS001222	Gene=GWHGBECS001222	Position=GWHBECS00000001: 107455844-107455888, 107455982-107456302, 107456399-107456530, 107456619-107456843: +	Frame=0	OriID=Ebr01G012220.1	OriTrascriptID=Ebr01G012220.1	transl_table=1	OriGeneID=Ebr01G012220	OriSeqID=Chr01",240,240,1152,240x1152,float16,embeddings/694607508118bd245853d9c7dccd0c30b76a5e24088559b01b673b8fe959687c.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
694607508118bd245853d9c7dccd0c30b76a5e24088559b01b673b8fe959687c,,"GWHPBECS001223	mRNA=GWHTBECS001223	Gene=GWHGBECS001223	Position=GWHBECS00000001: 107462566-107462610, 107462704-107463024, 107463121-107463252, 107463341-107463565: +	Frame=0	OriID=Ebr01G012230.1	OriTrascriptID=Ebr01G012230.1	transl_table=1	OriGeneID=Ebr01G012230	OriSeqID=Chr01",240,240,1152,240x1152,float16,embeddings/694607508118bd245853d9c7dccd0c30b76a5e24088559b01b673b8fe959687c.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,skipped_exists,
dbb5106dfe30dd9d46eaebcc767a3bf7ab07babfd3726b5893fbfe9317737b41,,"GWHPBECS001224	mRNA=GWHTBECS001224	Gene=GWHGBECS001224	Position=GWHBECS00000001: 107468986-107469315, 107469409-107469729, 107469849-107469956, 107470045-107470221: +	Frame=0	OriID=Ebr01G012240.1	OriTrascriptID=Ebr01G012240.1	transl_table=1	OriGeneID=Ebr01G012240	OriSeqID=Chr01",311,311,1152,311x1152,float16,embeddings/dbb5106dfe30dd9d46eaebcc767a3bf7ab07babfd3726b5893fbfe9317737b41.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
97f878d2cfd08672ff0b5582e56bb205df1478982eaf59de6fea63d35c2e7dae,,"GWHPBECS001303	mRNA=GWHTBECS001303	Gene=GWHGBECS001303	Position=GWHBECS00000001: 113725664-113726465, 113774161-113774396, 113774505-113774783, 113778057-113778185, 113827331-113827507, 113827605-113827712, 113832734-113832940: +	Frame=0	OriID=Ebr01G013030.1	OriTrascriptID=Ebr01G013030.1	transl_table=1	OriGeneID=Ebr01G013030	OriSeqID=Chr01",645,645,1152,645x1152,float16,embeddings/97f878d2cfd08672ff0b5582e56bb205df1478982eaf59de6fea63d35c2e7dae.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
b40ea48684125fad05beb64ad7931dc5b12a33ba038c9963ef799f4ef43e1965,,GWHPBECS001321	mRNA=GWHTBECS001321	Gene=GWHGBECS001321	Position=GWHBECS00000001: 115409708-115411153: -	Frame=0	OriID=Ebr01G013210.1	OriTrascriptID=Ebr01G013210.1	transl_table=1	OriGeneID=Ebr01G013210	OriSeqID=Chr01,481,481,1152,481x1152,float16,embeddings/b40ea48684125fad05beb64ad7931dc5b12a33ba038c9963ef799f4ef43e1965.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
86186da3ec07a4588c806182d078c726586605fe6e3c1036e4ffdcbf098f5192,,"GWHPBECS001520	mRNA=GWHTBECS001520	Gene=GWHGBECS001520	Position=GWHBECS00000001: 132633544-132633592, 132633681-132633730, 132633810-132633896, 132634124-132634228, 132634411-132634457, 132634592-132634673, 132634784-132634947, 132635101-132635170, 132635339-132635511, 132635526-132635637, 132635961-132636112, 132636542-132636818, 132637007-132637218, 132638025-132638123, 132638571-132638700: +	Frame=0	OriID=Ebr01G015200.1	OriTrascriptID=Ebr01G015200.1	transl_table=1	OriGeneID=Ebr01G015200	OriSeqID=Chr01",602,602,1152,602x1152,float16,embeddings/86186da3ec07a4588c806182d078c726586605fe6e3c1036e4ffdcbf098f5192.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
25f1f5cb74af39e2c1609084a9ba07e5b237018ead72c3cbed09454ad182f933,,"GWHPBECS001660	mRNA=GWHTBECS001660	Gene=GWHGBECS001660	Position=GWHBECS00000001: 146250633-146250771, 146277066-146277189, 146277296-146277581, 146281227-146281361, 146281450-146281587, 146288060-146288167, 146333193-146333356, 146333470-146333655, 146333745-146333865, 146333949-146334179: -	Frame=0	OriID=Ebr01G016600.1	OriTrascriptID=Ebr01G016600.1	transl_table=1	OriGeneID=Ebr01G016600	OriSeqID=Chr01",543,543,1152,543x1152,float16,embeddings/25f1f5cb74af39e2c1609084a9ba07e5b237018ead72c3cbed09454ad182f933.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
034a972d34c7111305b34e4478b6dc8ff53209fb20744f5fe55e17cd3d0a7b34,,"GWHPBECS001699	mRNA=GWHTBECS001699	Gene=GWHGBECS001699	Position=GWHBECS00000001: 151087698-151087927, 151088037-151088725, 151089972-151091854: +	Frame=0	OriID=Ebr01G016990.1	OriTrascriptID=Ebr01G016990.1	transl_table=1	OriGeneID=Ebr01G016990	OriSeqID=Chr01",933,933,1152,933x1152,float16,embeddings/034a972d34c7111305b34e4478b6dc8ff53209fb20744f5fe55e17cd3d0a7b34.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
7b98be0871446f8dba7771df7e9d26b556b89fa88d48c61dcbd9203a64c77b7b,,"GWHPBECS001776	mRNA=GWHTBECS001776	Gene=GWHGBECS001776	Position=GWHBECS00000001: 158940930-158941059, 158941138-158941220, 158941325-158941405, 158941488-158941544, 158941639-158941695, 158941775-158941874, 158941975-158942045, 158942353-158942496, 158942623-158942826, 158942920-158943075, 158943175-158943435, 158943535-158943567, 158943659-158943773, 158955124-158955263, 158955711-158955932, 158956145-158956243, 158956609-158956728, 158956813-158957018, 158968010-158968187, 158968741-158968801, 158968963-158969072, 158969184-158969315, 158969464-158969631, 158969723-158969849, 158970035-158970072, 158970564-158970665, 158970750-158970807, 158970915-158971016, 158987601-158987747, 158987840-158987976, 158988081-158988230, 158988354-158988513, 158988976-158989034, 158989159-158989315, 158989402-158989547, 158989766-158989909, 158996650-158996778, 158997457-158997459: -	Frame=0	OriID=Ebr01G017760.1	OriTrascriptID=Ebr01G017760.1	transl_table=1	OriGeneID=Ebr01G017760	OriSeqID=Chr01",1528,1528,1152,1528x1152,float16,embeddings/7b98be0871446f8dba7771df7e9d26b556b89fa88d48c61dcbd9203a64c77b7b.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
346b205f7acc973c4fb64684ad343efa0f0bdac68083136c53e9b6e4b07bdee7,,"GWHPBECS001860	mRNA=GWHTBECS001860	Gene=GWHGBECS001860	Position=GWHBECS00000001: 165485407-165485743, 165485959-165486090, 165515735-165515852, 165516223-165516289, 165516621-165516740, 165516771-165516836, 165516916-165517036, 165526829-165527103, 165543408-165543487, 165554836-165554938, 165555675-165555757, 165573468-165574081, 165575485-165576494: +	Frame=0	OriID=Ebr01G018600.1	OriTrascriptID=Ebr01G018600.1	transl_table=1	OriGeneID=Ebr01G018600	OriSeqID=Chr01",1041,1041,1152,1041x1152,float16,embeddings/346b205f7acc973c4fb64684ad343efa0f0bdac68083136c53e9b6e4b07bdee7.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
