sequence_hash,protein_id,header,raw_length,esmc_length,embedding_dim,embedding_shape,embedding_dtype,embedding_path,model_path,status,error
b12764a3a53b73191178b4f765af88a54affb649eb56da7930fefac534cab912,B0D060,b12764a3a53b73191178b4f765af88a54affb649eb56da7930fefac534cab912|B0D060|len=202|ids=1,202,202,1152,202x1152,float16,embeddings/b12764a3a53b73191178b4f765af88a54affb649eb56da7930fefac534cab912.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
4c24e897cd8b7f5eb66a6f5738ba7ec5f60cb02ca584b9b3c05fd47371f2e30f,F2TW32,4c24e897cd8b7f5eb66a6f5738ba7ec5f60cb02ca584b9b3c05fd47371f2e30f|F2TW32|len=207|ids=1,207,207,1152,207x1152,float16,embeddings/4c24e897cd8b7f5eb66a6f5738ba7ec5f60cb02ca584b9b3c05fd47371f2e30f.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
ba3559c31d51e36e7d0b6b50cc6df76cc3352720b68f314ed76292238d7d16f5,A0A223D1S0,ba3559c31d51e36e7d0b6b50cc6df76cc3352720b68f314ed76292238d7d16f5|A0A223D1S0|len=208|ids=1,208,208,1152,208x1152,float16,embeddings/ba3559c31d51e36e7d0b6b50cc6df76cc3352720b68f314ed76292238d7d16f5.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
e61ffd50cdb59c4dcfcb67e96676116889f8d006faeb18c090942b9115d616dc,A0A5Q2N4H4,e61ffd50cdb59c4dcfcb67e96676116889f8d006faeb18c090942b9115d616dc|A0A5Q2N4H4|len=208|ids=1,208,208,1152,208x1152,float16,embeddings/e61ffd50cdb59c4dcfcb67e96676116889f8d006faeb18c090942b9115d616dc.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
a2fb6fb3c7cb7a707a25d0ae3dc33063c96891dd8e7a9e7cbd65e6e1d84df4ae,A6TRL3,a2fb6fb3c7cb7a707a25d0ae3dc33063c96891dd8e7a9e7cbd65e6e1d84df4ae|A6TRL3|len=208|ids=1,208,208,1152,208x1152,float16,embeddings/a2fb6fb3c7cb7a707a25d0ae3dc33063c96891dd8e7a9e7cbd65e6e1d84df4ae.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
3af6528d53ca31a04852c1a1f084793ca1b9786cb3814d513ca0e3d0c1a0a137,A0A2R4N113,3af6528d53ca31a04852c1a1f084793ca1b9786cb3814d513ca0e3d0c1a0a137|A0A2R4N113|len=209|ids=1,209,209,1152,209x1152,float16,embeddings/3af6528d53ca31a04852c1a1f084793ca1b9786cb3814d513ca0e3d0c1a0a137.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
84719aec3dc8f451edd7ee9fc4e0ffeb2af0e9849ff326a872c1bc83bd6fe5ca,A0A975AXE0,84719aec3dc8f451edd7ee9fc4e0ffeb2af0e9849ff326a872c1bc83bd6fe5ca|A0A975AXE0|len=209|ids=1,209,209,1152,209x1152,float16,embeddings/84719aec3dc8f451edd7ee9fc4e0ffeb2af0e9849ff326a872c1bc83bd6fe5ca.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
ff62010c215ca98fa6d2dd4fad3f5ca8dfbc172b62c30df423dfe75a68570cbd,B8CW66,ff62010c215ca98fa6d2dd4fad3f5ca8dfbc172b62c30df423dfe75a68570cbd|B8CW66|len=209|ids=1,209,209,1152,209x1152,float16,embeddings/ff62010c215ca98fa6d2dd4fad3f5ca8dfbc172b62c30df423dfe75a68570cbd.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
98b545dc4f85419224b4ac5525eaf46eb01508eb8b205a09d5d735e182cb39d7,D5XF05,98b545dc4f85419224b4ac5525eaf46eb01508eb8b205a09d5d735e182cb39d7|D5XF05|len=209|ids=1,209,209,1152,209x1152,float16,embeddings/98b545dc4f85419224b4ac5525eaf46eb01508eb8b205a09d5d735e182cb39d7.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
bfc2552f657fceae40e5064921a8245be9c1cf69193b1d20ab194a51752c0607,D9QRG6,bfc2552f657fceae40e5064921a8245be9c1cf69193b1d20ab194a51752c0607|D9QRG6|len=209|ids=1,209,209,1152,209x1152,float16,embeddings/bfc2552f657fceae40e5064921a8245be9c1cf69193b1d20ab194a51752c0607.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
89f306088729d5a7048c420af1b40fdaf728f7a29a166bf32a4ad43b4d8f430e,F4RE30,89f306088729d5a7048c420af1b40fdaf728f7a29a166bf32a4ad43b4d8f430e|F4RE30|len=209|ids=1,209,209,1152,209x1152,float16,embeddings/89f306088729d5a7048c420af1b40fdaf728f7a29a166bf32a4ad43b4d8f430e.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
3c849833adb308635a288bdaa5d07dc60087c33645e23f5f867f2e5ab417888b,F6BFI6,3c849833adb308635a288bdaa5d07dc60087c33645e23f5f867f2e5ab417888b|F6BFI6|len=209|ids=1,209,209,1152,209x1152,float16,embeddings/3c849833adb308635a288bdaa5d07dc60087c33645e23f5f867f2e5ab417888b.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
726df8c1766e5d7cb5e8ea0221555d1b3a3366905d605debd30ff3079208660d,L0IM13,726df8c1766e5d7cb5e8ea0221555d1b3a3366905d605debd30ff3079208660d|L0IM13|len=209|ids=1,209,209,1152,209x1152,float16,embeddings/726df8c1766e5d7cb5e8ea0221555d1b3a3366905d605debd30ff3079208660d.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
db9c7eca0409eccee75e6580d63a720f336af36e63519e514cd78ae5030529d2,A0A7G6E0X6,db9c7eca0409eccee75e6580d63a720f336af36e63519e514cd78ae5030529d2|A0A7G6E0X6|len=210|ids=1,210,210,1152,210x1152,float16,embeddings/db9c7eca0409eccee75e6580d63a720f336af36e63519e514cd78ae5030529d2.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
2b5a38c77610b36bd7eebd6b15e5380ec51320544b2c4eef0cada949684de3f5,A0AAU0UPW5,2b5a38c77610b36bd7eebd6b15e5380ec51320544b2c4eef0cada949684de3f5|A0AAU0UPW5|len=210|ids=1,210,210,1152,210x1152,float16,embeddings/2b5a38c77610b36bd7eebd6b15e5380ec51320544b2c4eef0cada949684de3f5.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
c80cce2fa0894234265caa059ed1500100b0a2ab34c05bff1c7ba632715dcbde,A8MHH8,c80cce2fa0894234265caa059ed1500100b0a2ab34c05bff1c7ba632715dcbde|A8MHH8|len=210|ids=1,210,210,1152,210x1152,float16,embeddings/c80cce2fa0894234265caa059ed1500100b0a2ab34c05bff1c7ba632715dcbde.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
d4f086242d9e011338c0a32fcef99128b5e0568290c879b2fad5c59161e9f775,I3VWD2,d4f086242d9e011338c0a32fcef99128b5e0568290c879b2fad5c59161e9f775|I3VWD2|len=210|ids=1,210,210,1152,210x1152,float16,embeddings/d4f086242d9e011338c0a32fcef99128b5e0568290c879b2fad5c59161e9f775.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
be0b1467cbc7fe8cf7b92290f0a78035af790811a67e02a2a1ed57755328fbab,A0A1D8GBF7,be0b1467cbc7fe8cf7b92290f0a78035af790811a67e02a2a1ed57755328fbab|A0A1D8GBF7|len=211|ids=1,211,211,1152,211x1152,float16,embeddings/be0b1467cbc7fe8cf7b92290f0a78035af790811a67e02a2a1ed57755328fbab.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
f1eacd7c0fc10386292de153d8bea290cb65d83bee4590ee378411192ee71534,A0A2K9E0B7,f1eacd7c0fc10386292de153d8bea290cb65d83bee4590ee378411192ee71534|A0A2K9E0B7|len=211|ids=1,211,211,1152,211x1152,float16,embeddings/f1eacd7c0fc10386292de153d8bea290cb65d83bee4590ee378411192ee71534.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
a0c347084f9ee6b4c2247492db67c49b2a009137f207a8e79a4802eed09ac10f,A0A8A0RQX8,a0c347084f9ee6b4c2247492db67c49b2a009137f207a8e79a4802eed09ac10f|A0A8A0RQX8|len=211|ids=1,211,211,1152,211x1152,float16,embeddings/a0c347084f9ee6b4c2247492db67c49b2a009137f207a8e79a4802eed09ac10f.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
961fd28d4c5c4262e1001067796c111ee116090420d920ff1d520af383463486,K0B0W7,961fd28d4c5c4262e1001067796c111ee116090420d920ff1d520af383463486|K0B0W7|len=211|ids=1,211,211,1152,211x1152,float16,embeddings/961fd28d4c5c4262e1001067796c111ee116090420d920ff1d520af383463486.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
f0f07ac3ac22275df8d49c244ce5eff6b8376b2f13ffc3004b63c98150faf98e,F4LU80,f0f07ac3ac22275df8d49c244ce5eff6b8376b2f13ffc3004b63c98150faf98e|F4LU80|len=212|ids=1,212,212,1152,212x1152,float16,embeddings/f0f07ac3ac22275df8d49c244ce5eff6b8376b2f13ffc3004b63c98150faf98e.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
b4387f4958cd0db18d73a4df9579a8e2048966e5aba5c8185d15966103f38f65,L0K6L7,b4387f4958cd0db18d73a4df9579a8e2048966e5aba5c8185d15966103f38f65|L0K6L7|len=212|ids=1,212,212,1152,212x1152,float16,embeddings/b4387f4958cd0db18d73a4df9579a8e2048966e5aba5c8185d15966103f38f65.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
e8ee4b755e0a8de61de87c529638db409acdc876938d6aa8b8862750d52b328c,A0A1U7SLD3,e8ee4b755e0a8de61de87c529638db409acdc876938d6aa8b8862750d52b328c|A0A1U7SLD3|len=213|ids=1,213,213,1152,213x1152,float16,embeddings/e8ee4b755e0a8de61de87c529638db409acdc876938d6aa8b8862750d52b328c.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
032523d77e0c61f70d95c5e9b6651fc564c524d81080237b15fc0283b0b15923,A0A3G1KPZ6,032523d77e0c61f70d95c5e9b6651fc564c524d81080237b15fc0283b0b15923|A0A3G1KPZ6|len=213|ids=1,213,213,1152,213x1152,float16,embeddings/032523d77e0c61f70d95c5e9b6651fc564c524d81080237b15fc0283b0b15923.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
8dc0350d2a634d3601cf24948b0b4cda8d802b468b17d7c23e7c43f8108d53f0,A0A7G9WCP6,8dc0350d2a634d3601cf24948b0b4cda8d802b468b17d7c23e7c43f8108d53f0|A0A7G9WCP6|len=213|ids=1,213,213,1152,213x1152,float16,embeddings/8dc0350d2a634d3601cf24948b0b4cda8d802b468b17d7c23e7c43f8108d53f0.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
4b4fe08a7521b0d7132328e06f268410b9ee22648bd0d0a0826435a8d55ea89f,A0AA35G6U5,4b4fe08a7521b0d7132328e06f268410b9ee22648bd0d0a0826435a8d55ea89f|A0AA35G6U5|len=213|ids=1,213,213,1152,213x1152,float16,embeddings/4b4fe08a7521b0d7132328e06f268410b9ee22648bd0d0a0826435a8d55ea89f.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
ead90bf0f0a9da27149a9c75fad9498e00abd67eb528b7f1e6a8000378bf36cd,B2A391,ead90bf0f0a9da27149a9c75fad9498e00abd67eb528b7f1e6a8000378bf36cd|B2A391|len=213|ids=1,213,213,1152,213x1152,float16,embeddings/ead90bf0f0a9da27149a9c75fad9498e00abd67eb528b7f1e6a8000378bf36cd.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
d76af6d926ebb72cdd88c6e7c606d41649fc645ce288f5635b7362a0e9e16ed1,G1RQW9,d76af6d926ebb72cdd88c6e7c606d41649fc645ce288f5635b7362a0e9e16ed1|G1RQW9|len=213|ids=1,213,213,1152,213x1152,float16,embeddings/d76af6d926ebb72cdd88c6e7c606d41649fc645ce288f5635b7362a0e9e16ed1.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
7ea15ff4607d760baf73a4c85d0b6a024690f8437ac70b0c7a6bca39cc6fce02,J7S7N1,7ea15ff4607d760baf73a4c85d0b6a024690f8437ac70b0c7a6bca39cc6fce02|J7S7N1|len=213|ids=1,213,213,1152,213x1152,float16,embeddings/7ea15ff4607d760baf73a4c85d0b6a024690f8437ac70b0c7a6bca39cc6fce02.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
f4fb3738a0dc437f8803ab60edcc44fe0f79cb044e2d443a89a4d54b9347e998,A0A0K2SMS0,f4fb3738a0dc437f8803ab60edcc44fe0f79cb044e2d443a89a4d54b9347e998|A0A0K2SMS0|len=214|ids=1,214,214,1152,214x1152,float16,embeddings/f4fb3738a0dc437f8803ab60edcc44fe0f79cb044e2d443a89a4d54b9347e998.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
5aad67dedff8ad532a6101bdeb78a7ae9e7d91bf0f193eb1750dcffc98869f7d,A0A1S3GY39,5aad67dedff8ad532a6101bdeb78a7ae9e7d91bf0f193eb1750dcffc98869f7d|A0A1S3GY39|len=214|ids=1,214,214,1152,214x1152,float16,embeddings/5aad67dedff8ad532a6101bdeb78a7ae9e7d91bf0f193eb1750dcffc98869f7d.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
73f5df58952cba9b215054e1a7f03ce372a1a173b203dfbde276b0ddd83418af,A0A3G2R4Y0,73f5df58952cba9b215054e1a7f03ce372a1a173b203dfbde276b0ddd83418af|A0A3G2R4Y0|len=214|ids=1,214,214,1152,214x1152,float16,embeddings/73f5df58952cba9b215054e1a7f03ce372a1a173b203dfbde276b0ddd83418af.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
b37adb7c95e29deb235bed61e1f132c34917cf38b2aaf3065bea5b97f95397d6,A0A3Q9HNZ9,b37adb7c95e29deb235bed61e1f132c34917cf38b2aaf3065bea5b97f95397d6|A0A3Q9HNZ9|len=214|ids=1,214,214,1152,214x1152,float16,embeddings/b37adb7c95e29deb235bed61e1f132c34917cf38b2aaf3065bea5b97f95397d6.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
da65529b0c0211c53a3e354f968026cbfe8c4e3b40c9b690764e749b91030492,A0A6P1YDU7,da65529b0c0211c53a3e354f968026cbfe8c4e3b40c9b690764e749b91030492|A0A6P1YDU7|len=214|ids=1,214,214,1152,214x1152,float16,embeddings/da65529b0c0211c53a3e354f968026cbfe8c4e3b40c9b690764e749b91030492.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
3270e234b9d4524fc112f689d42248d2b1d0f74c86ae30407daeed9ecade4087,A0A7E6CTG4,3270e234b9d4524fc112f689d42248d2b1d0f74c86ae30407daeed9ecade4087|A0A7E6CTG4|len=214|ids=1,214,214,1152,214x1152,float16,embeddings/3270e234b9d4524fc112f689d42248d2b1d0f74c86ae30407daeed9ecade4087.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
8d0c455b16c9a55c17a14868b1cfd42e99a810a50fa735999ce403386c925dc6,A0A7I8D9V2,8d0c455b16c9a55c17a14868b1cfd42e99a810a50fa735999ce403386c925dc6|A0A7I8D9V2|len=214|ids=1,214,214,1152,214x1152,float16,embeddings/8d0c455b16c9a55c17a14868b1cfd42e99a810a50fa735999ce403386c925dc6.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
af5d385989a500252c212d5aa92abd9de4deb207c81c0808a501e8f74f1042bd,D9S3M3,af5d385989a500252c212d5aa92abd9de4deb207c81c0808a501e8f74f1042bd|D9S3M3|len=214|ids=1,214,214,1152,214x1152,float16,embeddings/af5d385989a500252c212d5aa92abd9de4deb207c81c0808a501e8f74f1042bd.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
2972886fa83a797751c0ecdbddbf655a54dfd67dba7a4735317ae5d9135fba2c,A0A8R1W7Q0,2972886fa83a797751c0ecdbddbf655a54dfd67dba7a4735317ae5d9135fba2c|A0A8R1W7Q0|len=216|ids=1,216,216,1152,216x1152,float16,embeddings/2972886fa83a797751c0ecdbddbf655a54dfd67dba7a4735317ae5d9135fba2c.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
97447b9451e261fe2fb73266edc50fe0bfb01168ce68e6322e83c6930a8cd8bf,Q3AB90,97447b9451e261fe2fb73266edc50fe0bfb01168ce68e6322e83c6930a8cd8bf|Q3AB90|len=216|ids=1,216,216,1152,216x1152,float16,embeddings/97447b9451e261fe2fb73266edc50fe0bfb01168ce68e6322e83c6930a8cd8bf.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
f25fb3f43d0b3c4db6357b76ed4d2a0ba802909926e4f15fcbf46cb0a310030e,Q6CA34,f25fb3f43d0b3c4db6357b76ed4d2a0ba802909926e4f15fcbf46cb0a310030e|Q6CA34|len=217|ids=1,217,217,1152,217x1152,float16,embeddings/f25fb3f43d0b3c4db6357b76ed4d2a0ba802909926e4f15fcbf46cb0a310030e.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
b2d400d7b40211a7b2148f550c4270fd584fd217a0d97360712500ac26015c07,B8RG40,b2d400d7b40211a7b2148f550c4270fd584fd217a0d97360712500ac26015c07|B8RG40|len=218|ids=1,218,218,1152,218x1152,float16,embeddings/b2d400d7b40211a7b2148f550c4270fd584fd217a0d97360712500ac26015c07.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
508df979251d283489ad67d5e5878bf876e6683558b67831c0c11a2d1ba3cf81,E6TXR3,508df979251d283489ad67d5e5878bf876e6683558b67831c0c11a2d1ba3cf81|E6TXR3|len=218|ids=1,218,218,1152,218x1152,float16,embeddings/508df979251d283489ad67d5e5878bf876e6683558b67831c0c11a2d1ba3cf81.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
575d606fc9db796e9be41d1cd4d1959690dd05d6185bfe31f08d3ff38f5049bd,Q9N289,575d606fc9db796e9be41d1cd4d1959690dd05d6185bfe31f08d3ff38f5049bd|Q9N289|len=218|ids=1,218,218,1152,218x1152,float16,embeddings/575d606fc9db796e9be41d1cd4d1959690dd05d6185bfe31f08d3ff38f5049bd.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
3a12b59b7ebfcfe935f16b0cea1949dd9fd2ee92c8338f65bc665ab5880c47a9,A0A1S3FV89,3a12b59b7ebfcfe935f16b0cea1949dd9fd2ee92c8338f65bc665ab5880c47a9|A0A1S3FV89|len=221|ids=1,221,221,1152,221x1152,float16,embeddings/3a12b59b7ebfcfe935f16b0cea1949dd9fd2ee92c8338f65bc665ab5880c47a9.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
67fc4d039200d76a9255c7cbae1a6a50d6668d98de426ca296db2f7c2196f91d,A0A1X9MKZ0,67fc4d039200d76a9255c7cbae1a6a50d6668d98de426ca296db2f7c2196f91d|A0A1X9MKZ0|len=221|ids=1,221,221,1152,221x1152,float16,embeddings/67fc4d039200d76a9255c7cbae1a6a50d6668d98de426ca296db2f7c2196f91d.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
6cd59a54bce2dbae34914158d1c17b9d292824442d3e7e37c427f0947018b38d,A0A8A7KKX6,6cd59a54bce2dbae34914158d1c17b9d292824442d3e7e37c427f0947018b38d|A0A8A7KKX6|len=221|ids=1,221,221,1152,221x1152,float16,embeddings/6cd59a54bce2dbae34914158d1c17b9d292824442d3e7e37c427f0947018b38d.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
a1be793cdb121b3af2f3580ae6a781a089ec04ce43fd0fb531e3e9a0169e8861,B8D2J2,a1be793cdb121b3af2f3580ae6a781a089ec04ce43fd0fb531e3e9a0169e8861|B8D2J2|len=221|ids=1,221,221,1152,221x1152,float16,embeddings/a1be793cdb121b3af2f3580ae6a781a089ec04ce43fd0fb531e3e9a0169e8861.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
baab43b2b0b71e0c547d5e13412a38ef50535ef88d44b07f7ce73c0e65429dbe,L0K8X0,baab43b2b0b71e0c547d5e13412a38ef50535ef88d44b07f7ce73c0e65429dbe|L0K8X0|len=221|ids=1,221,221,1152,221x1152,float16,embeddings/baab43b2b0b71e0c547d5e13412a38ef50535ef88d44b07f7ce73c0e65429dbe.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
cb357cf21fa094f8a241178ae459d46a988357d4e6193e36580b9be29dda7f7e,Q8NAW4,cb357cf21fa094f8a241178ae459d46a988357d4e6193e36580b9be29dda7f7e|Q8NAW4|len=221|ids=1,221,221,1152,221x1152,float16,embeddings/cb357cf21fa094f8a241178ae459d46a988357d4e6193e36580b9be29dda7f7e.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
0c119fc5130de7beace9a95cae3acffd12a1fe827be77a1dc10d70811e858e4f,A0A3T0D6Y3,0c119fc5130de7beace9a95cae3acffd12a1fe827be77a1dc10d70811e858e4f|A0A3T0D6Y3|len=222|ids=1,222,222,1152,222x1152,float16,embeddings/0c119fc5130de7beace9a95cae3acffd12a1fe827be77a1dc10d70811e858e4f.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
55e58f46c3fa0f29d499523c5893b7c47e7463bf5f886c0c4e3acb53f5316b61,A4XLZ3,55e58f46c3fa0f29d499523c5893b7c47e7463bf5f886c0c4e3acb53f5316b61|A4XLZ3|len=222|ids=1,222,222,1152,222x1152,float16,embeddings/55e58f46c3fa0f29d499523c5893b7c47e7463bf5f886c0c4e3acb53f5316b61.pt,/data/jnz/esmc-600m/data/weights/esmc_600m_2024_12_v0.pth,ok,
